new_flag1,survey_date,Site_num,Long,Lat,num_adult,num_unk_ANAE,num_juv_subad_yrling,num_hatchling,num_eggs,total_ANAE,total_ANAE_or_PLME
66,2014-07-09,66,-82.61814,35.179219,1,0,0,0,0,1,1
66,2017-09-20,66,-82.61814,35.179219,1,0,0,0,0,1,1
66,2012-10-17,66,-82.61814,35.179219,1,0,0,0,0,1,1
66,2018-09-08,66,-82.61814,35.179219,0,0,0,0,0,0,0
66,2014-09-06,66,-82.61814,35.179219,1,0,0,0,0,1,1
66,2013-06-27,66,-82.61814,35.179219,1,0,0,0,0,1,1
66,2018-06-09,66,-82.61814,35.179219,1,0,0,0,0,1,1
66,2013-06-28,66,-82.61814,35.179219,1,0,0,0,0,1,1
66,2016-10-02,66,-82.61814,35.179219,1,0,1,1,0,3,3
66,2016-07-05,66,-82.61814,35.179219,1,0,0,0,0,1,1
66,2014-06-24,66,-82.61814,35.179219,1,0,0,0,0,1,1
66,2016-03-26,66,-82.61814,35.179219,1,0,0,0,0,1,1
66,2014-08-08,66,-82.61814,35.179219,1,0,0,0,0,1,1
66,2012-07-28,66,-82.61814,35.179219,0,0,0,0,0,0,0
66,2018-06-21,66,-82.61814,35.179219,1,0,0,0,0,1,1
66,2016-10-17,66,-82.61814,35.179219,0,0,0,1,0,1,1
66,2014-07-31,66,-82.61814,35.179219,1,0,0,0,0,1,1
66,2014-08-14,66,-82.61814,35.179219,1,0,0,0,0,1,1
66,2014-07-11,66,-82.61814,35.179219,1,0,0,0,0,1,1
66,2014-09-11,66,-82.61814,35.179219,1,0,0,0,0,1,1
66,2014-09-02,66,-82.61814,35.179219,1,0,0,0,0,1,1
66,2014-09-09,66,-82.61814,35.179219,1,0,0,0,0,1,1
66,2016-09-19,66,-82.61814,35.179219,0,0,0,4,0,4,4
66,2018-09-01,66,-82.61814,35.179219,1,0,0,0,0,1,1
66,2016-08-31,66,-82.61814,35.179219,1,0,0,0,0,1,1
66,2018-10-19,66,-82.61814,35.179219,1,0,0,3,0,4,4
66,2015-10-11,66,-82.61814,35.179219,1,0,0,0,0,1,1
70,2013-10-30,70,-82.61819807,35.17933575,10,0,4,0,0,14,14
70,2014-09-06,70,-82.61819807,35.17933575,4,0,0,0,0,4,5
70,2014-09-07,70,-82.61819807,35.17933575,3,0,0,0,0,3,3
70,2015-06-15,70,-82.61819807,35.17933575,0,0,0,0,0,0,1
70,2014-08-12,70,-82.61819807,35.17933575,2,0,0,0,0,2,3
70,2012-08-02,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2012-11-24,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-06-03,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2020-06-14,70,-82.61819807,35.17933575,3,0,0,0,0,3,3
70,2017-09-20,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2015-06-27,70,-82.61819807,35.17933575,0,0,0,0,0,0,1
70,2012-07-22,70,-82.61819807,35.17933575,3,0,0,0,0,3,3
70,2017-07-09,70,-82.61819807,35.17933575,2,0,0,0,0,2,2
70,2012-05-18,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2013-05-08,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-04-12,70,-82.61819807,35.17933575,2,0,1,0,0,3,3
70,2017-07-13,70,-82.61819807,35.17933575,2,0,0,0,0,2,2
70,2012-08-08,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2015-06-29,70,-82.61819807,35.17933575,0,0,0,0,0,0,1
70,2013-07-05,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-07-19,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-09-20,70,-82.61819807,35.17933575,1,0,0,3,0,4,4
70,2017-11-01,70,-82.61819807,35.17933575,1,0,1,0,0,2,2
70,2012-08-10,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2012-12-02,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2017-07-19,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2013-10-20,70,-82.61819807,35.17933575,1,0,4,0,0,5,5
70,2011-06-10,70,-82.61819807,35.17933575,2,0,0,0,0,2,2
70,2014-07-22,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2015-07-01,70,-82.61819807,35.17933575,0,0,1,0,0,1,1
70,2012-08-13,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2013-07-09,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-04-21,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-06-16,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2011-06-01,70,-82.61819807,35.17933575,0,0,1,0,0,1,1
70,2014-07-25,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2013-06-22,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2013-05-14,70,-82.61819807,35.17933575,2,0,0,0,0,2,2
70,2012-08-18,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2013-09-28,70,-82.61819807,35.17933575,1,0,0,3,0,4,4
70,2014-10-22,70,-82.61819807,35.17933575,2,0,0,0,0,2,2
70,2014-10-01,70,-82.61819807,35.17933575,3,0,0,6,0,9,9
70,2013-09-01,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2017-07-31,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2015-07-05,70,-82.61819807,35.17933575,0,0,0,0,0,0,1
70,2011-09-28,70,-82.61819807,35.17933575,2,0,0,0,0,2,2
70,2019-06-26,70,-82.61819807,35.17933575,1,0,0,0,17,1,1
70,2014-07-13,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2015-12-31,70,-82.61819807,35.17933575,3,0,0,0,0,3,3
70,2014-07-29,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-09-05,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2013-04-07,70,-82.61819807,35.17933575,2,0,2,0,0,4,4
70,2013-07-17,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2012-08-28,70,-82.61819807,35.17933575,1,0,0,3,0,4,4
70,2016-05-09,70,-82.61819807,35.17933575,4,0,1,0,0,5,5
70,2015-07-21,70,-82.61819807,35.17933575,0,0,0,0,0,0,1
70,2015-07-07,70,-82.61819807,35.17933575,0,0,2,0,0,2,2
70,2017-08-03,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2017-08-30,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2018-06-05,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2017-05-02,70,-82.61819807,35.17933575,0,0,2,0,0,2,2
70,2012-04-08,70,-82.61819807,35.17933575,0,0,1,0,0,1,1
70,2012-08-30,70,-82.61819807,35.17933575,0,0,1,0,0,1,1
70,2017-08-06,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2016-05-13,70,-82.61819807,35.17933575,0,0,2,0,0,2,2
70,2016-11-07,70,-82.61819807,35.17933575,2,0,1,0,0,3,3
70,2016-09-10,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2016-06-16,70,-82.61819807,35.17933575,2,0,0,0,0,2,2
70,2014-05-11,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-08-06,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2017-08-14,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2017-10-11,70,-82.61819807,35.17933575,2,0,0,0,0,2,2
70,2014-09-09,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2017-08-16,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2012-09-19,70,-82.61819807,35.17933575,0,0,0,3,0,3,3
70,2012-10-10,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2016-06-07,70,-82.61819807,35.17933575,1,0,1,0,0,2,2
70,2014-08-08,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2018-06-09,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2012-09-06,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2021-04-19,70,-82.61819807,35.17933575,0,0,1,0,0,1,1
70,2017-08-20,70,-82.61819807,35.17933575,2,0,0,0,0,2,2
70,2013-07-28,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2012-09-07,70,-82.61819807,35.17933575,0,0,0,1,0,1,1
70,2013-10-05,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2019-07-15,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2012-09-09,70,-82.61819807,35.17933575,1,0,0,3,0,4,4
70,2012-07-10,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2016-05-25,70,-82.61819807,35.17933575,2,0,2,0,0,4,4
70,2014-09-11,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-06-28,70,-82.61819807,35.17933575,2,0,0,0,0,2,2
70,2017-08-26,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2013-09-12,70,-82.61819807,35.17933575,1,0,0,2,0,3,3
70,2013-11-09,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-08-14,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-06-13,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2019-07-24,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2015-06-21,70,-82.61819807,35.17933575,0,0,1,0,0,1,1
70,2014-08-28,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2012-05-10,70,-82.61819807,35.17933575,2,0,0,0,0,2,2
70,2013-09-15,70,-82.61819807,35.17933575,1,0,0,3,0,4,4
70,2012-09-14,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2012-06-14,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2017-09-01,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2017-03-27,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-08-18,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2017-09-04,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2021-05-22,70,-82.61819807,35.17933575,0,0,1,0,0,1,1
70,2012-09-16,70,-82.61819807,35.17933575,0,0,0,3,0,3,3
70,2016-07-27,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-03-21,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2017-06-26,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2013-05-13,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2013-08-09,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2012-06-03,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-08-22,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2012-09-30,70,-82.61819807,35.17933575,0,0,0,1,0,1,1
70,2015-10-11,70,-82.61819807,35.17933575,3,0,2,0,0,5,5
70,2017-05-27,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2017-10-01,70,-82.61819807,35.17933575,1,0,0,3,0,4,4
70,2017-09-10,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2017-04-04,70,-82.61819807,35.17933575,3,0,0,0,0,3,3
70,2014-04-06,70,-82.61819807,35.17933575,1,0,3,0,0,4,4
70,2017-05-29,70,-82.61819807,35.17933575,3,0,0,0,0,3,3
70,2019-09-09,70,-82.61819807,35.17933575,1,0,0,3,0,4,4
70,2017-10-21,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2012-10-17,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2012-06-20,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2017-05-12,70,-82.61819807,35.17933575,2,0,1,0,0,3,3
70,2020-03-12,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2013-08-02,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2013-06-20,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2012-10-18,70,-82.61819807,35.17933575,5,0,0,0,0,5,5
70,2012-04-03,70,-82.61819807,35.17933575,2,0,0,0,0,2,2
70,2019-05-30,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2012-06-30,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2015-03-18,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2013-08-20,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2012-10-08,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2015-03-26,70,-82.61819807,35.17933575,3,0,2,0,0,5,5
70,2014-06-21,70,-82.61819807,35.17933575,1,0,0,0,6,1,1
70,2014-07-02,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2013-09-09,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-06-24,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-06-14,70,-82.61819807,35.17933575,2,0,0,0,0,2,2
70,2011-05-07,70,-82.61819807,35.17933575,3,0,0,0,0,3,3
70,2014-09-25,70,-82.61819807,35.17933575,1,0,0,1,0,2,2
70,2014-07-21,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2016-08-23,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2019-10-03,70,-82.61819807,35.17933575,1,0,0,3,0,4,4
70,2017-09-28,70,-82.61819807,35.17933575,1,0,0,3,0,4,4
70,2014-08-31,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2015-06-17,70,-82.61819807,35.17933575,0,0,1,0,0,1,1
70,2017-06-07,70,-82.61819807,35.17933575,2,0,0,0,0,2,2
70,2015-06-25,70,-82.61819807,35.17933575,0,0,1,0,0,1,1
70,2013-09-13,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2016-04-10,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2018-10-19,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2013-06-18,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2020-04-14,70,-82.61819807,35.17933575,0,0,2,0,0,2,2
70,2014-09-02,70,-82.61819807,35.17933575,2,0,0,0,0,2,2
70,2012-05-24,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2012-06-06,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2012-10-22,70,-82.61819807,35.17933575,1,0,0,2,0,3,3
70,2014-09-10,70,-82.61819807,35.17933575,1,0,0,0,1,1,1
70,2014-06-18,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2017-06-12,70,-82.61819807,35.17933575,4,0,0,0,0,4,4
70,2012-10-13,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2010-10-28,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-07-09,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2013-06-26,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2013-05-26,70,-82.61819807,35.17933575,0,0,1,0,0,1,1
70,2016-06-24,70,-82.61819807,35.17933575,1,0,1,0,0,2,2
70,2013-09-05,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2016-03-14,70,-82.61819807,35.17933575,1,0,1,0,0,2,2
70,2012-06-12,70,-82.61819807,35.17933575,1,0,0,0,4,1,5
70,2014-06-30,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2019-03-03,70,-82.61819807,35.17933575,1,0,2,0,0,3,3
70,2016-10-02,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-09-14,70,-82.61819807,35.17933575,1,0,0,3,0,4,4
70,2017-10-15,70,-82.61819807,35.17933575,2,1,1,0,0,4,4
70,2011-05-02,70,-82.61819807,35.17933575,1,0,1,0,0,2,2
70,2012-07-17,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2016-03-26,70,-82.61819807,35.17933575,1,0,2,0,0,3,3
70,2015-11-05,70,-82.61819807,35.17933575,4,0,0,0,0,4,4
70,2018-02-22,70,-82.61819807,35.17933575,2,0,2,0,0,4,4
70,2013-07-21,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2017-06-17,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-09-19,70,-82.61819807,35.17933575,1,0,0,3,0,4,4
70,2014-09-16,70,-82.61819807,35.17933575,1,0,0,3,0,4,4
70,2021-03-24,70,-82.61819807,35.17933575,0,0,1,0,0,1,1
70,2015-09-16,70,-82.61819807,35.17933575,1,0,1,0,0,2,2
70,2012-07-23,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2017-06-03,70,-82.61819807,35.17933575,5,0,0,0,0,5,5
70,2014-07-31,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2013-07-13,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2013-06-07,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2017-07-02,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2013-10-12,70,-82.61819807,35.17933575,1,0,1,1,0,3,3
70,2014-07-11,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2017-06-19,70,-82.61819807,35.17933575,2,0,0,0,17,2,2
70,2018-03-31,70,-82.61819807,35.17933575,2,0,1,0,0,3,3
70,2013-06-14,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2012-11-01,70,-82.61819807,35.17933575,0,0,4,1,0,5,5
70,2012-11-19,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-08-10,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-09-27,70,-82.61819807,35.17933575,1,0,0,3,0,4,4
70,2017-06-18,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-08-25,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2012-07-05,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-07-06,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2012-06-13,70,-82.61819807,35.17933575,1,0,0,0,16,1,17
70,2012-07-14,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2016-10-17,70,-82.61819807,35.17933575,1,0,1,0,0,2,2
70,2012-07-16,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2016-08-31,70,-82.61819807,35.17933575,0,0,1,0,0,1,1
70,2014-07-16,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2017-02-23,70,-82.61819807,35.17933575,2,0,1,0,0,3,3
70,2013-09-11,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-06-10,70,-82.61819807,35.17933575,1,0,1,0,0,2,1
70,2013-06-23,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2015-05-18,70,-82.61819807,35.17933575,2,0,0,0,0,2,2
70,2017-05-18,70,-82.61819807,35.17933575,2,0,2,0,0,4,4
70,2020-11-04,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-06-20,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2014-06-17,70,-82.61819807,35.17933575,1,0,0,0,0,1,1
70,2013-09-26,70,-82.61819807,35.17933575,1,0,0,3,0,4,4
70,2013-06-27,70,-82.61819807,35.17933575,1,0,0,0,10,1,1
